"","logFC","AveExpr","t","P.Value","adj.P.Val","B","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg25093045",-0.0492189,0.35353419,-2.89474213760301,0.00895841469159815,0.00895841469159815,-3.6758910269838,"4",5990638,"R","II","C4orf50","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg15361590",0.046011127,0.1278285005,2.89182185703533,0.0090169683489183,0.0090169683489183,-3.68210789607786,"5",140864701,"R","II","PCDHGA4","Body","island","Body-island","chr5:140864527-140864748",NA,TRUE,"","",""
"cg21743830",0.0751654099999999,0.591567035,2.89173505317891,0.00901871443670167,0.00901871443670167,-3.68229265030945,"19",8117966,"F","II","CCL25","1stExon","shelf","1stExon-shelf","chr19:8115250-8115524",NA,TRUE,"","rs960173",""
"cg06303238",0.1251874,0.32818123,2.89121595676418,0.00902916300546717,0.00902916300546717,-3.68339745342548,"20",50418959,"R","I","SALL4","1stExon","island","1stExon-island","chr20:50417312-50419045",NA,NA,"","",""
"cg10707565",0.0418817,0.53733997,2.88978587414804,0.0090580083806838,0.0090580083806838,-3.6864407087428,"10",17171695,"R","II","CUBN","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg20576510",0.09036812,0.65638825,2.88892090625667,0.00907549805545076,0.00907549805545076,-3.68828108661439,"4",16077324,"F","II","PROM1","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg19853494",-0.0377268,0.32407273,-2.88878186584577,0.00907831247838198,0.00907831247838198,-3.68857689964616,"1",169680613,"R","II","SELL","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg18087514",0.03609196,0.38711571,2.88735452339276,0.00910725288238312,0.00910725288238312,-3.69161328172039,"1",241696246,"F","II","KMO","Body","opensea","Body-opensea","",NA,NA,"","","rs77096071"
"cg18433380",0.0733381,0.70823997,2.88647012182328,0.00912522916897378,0.00912522916897378,-3.69349435970723,"20",36149194,"F","II","BLCAP","5'UTR","island","5'UTR-island","chr20:36148603-36150136",NA,NA,"","",""
"cg19279346",0.07621974,0.56658982,2.88598067463704,0.00913519227055408,0.00913519227055408,-3.69453528828677,"19",54785518,"R","II","LILRB2","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg08035082",0.07548214,0.56893285,2.88583184360981,0.00913822391806892,0.00913822391806892,-3.69485179939707,"11",10471149,"R","II","AMPD3","TSS1500","shore","TSS1500-shore","chr11:10472000-10472857",NA,NA,"","",""
"cg11850311",-0.015035348,0.070555361,-2.88451431877214,0.00916510367475805,0.00916510367475805,-3.69765341917949,"20",30192545,"F","II","ID1","TSS1500","shore","TSS1500-shore","chr20:30192854-30194025",NA,NA,"","",""
"cg14948822",0.06363213,0.596153075,2.88296504290958,0.00919680860718223,0.00919680860718223,-3.70094717105024,"2",27545006,"F","II","MPV17","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg25685640",-0.028547345,0.1106956665,-2.88194675885909,0.00921770441671802,0.00921770441671802,-3.70311164274139,"11",19262412,"F","II","E2F8","1stExon","shore","1stExon-shore","chr11:19262473-19264397",NA,NA,"","",""
"cg02131995",-0.05989552,0.47309586,-2.88160409703027,0.00922474628350761,0.00922474628350761,-3.70383993668289,"19",35772917,"F","II","HAMP","TSS1500","shelf","TSS1500-shelf","chr19:35769543-35770197",NA,NA,"","",""
"cg06000781",0.0516672000000001,0.68119733,2.88151084890862,0.00922666347079734,0.00922666347079734,-3.70403812023208,"4",15703606,"F","II","BST1","TSS1500","shore","TSS1500-shore","chr4:15704640-15705000",NA,NA,"","rs78914811",""
"cg24868271",0.05392916,0.36915605,2.88067341712006,0.00924389826139515,0.00924389826139515,-3.70581782598065,"3",38070460,"R","II","PLCD1","Body","island","Body-island","chr3:38070394-38071598",TRUE,NA,"","",""
"cg13726507",0.0507030100000001,0.753414195,2.87965768058955,0.00926484410758117,0.00926484410758117,-3.70797617934618,"X",153883318,"F","II","CTAG2","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg19857541",0.03718447,0.876803025,2.87942941837689,0.00926955744126988,0.00926955744126988,-3.70846117407387,"3",108836800,"R","II","MORC1","Body","island","Body-island","chr3:108836795-108837089",NA,NA,"","",""
"cg17127769",-0.0718980199999999,0.47920304,-2.87893969873906,0.00927967731110951,0.00927967731110951,-3.70950164102684,"5",169724590,"F","II","LCP2","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg15044041",0.06771409,0.244026535,2.87870642572559,0.00928450153470594,0.00928450153470594,-3.70999723142628,"3",113160313,"R","II","WDR52","5'UTR","island","5'UTR-island","chr3:113160299-113160641",TRUE,NA,"","",""
"cg02245378",0.09762301,0.232299805,2.87811785972942,0.00929668412132116,0.00929668412132116,-3.7112475713372,"2",223161771,"R","II","PAX3","Body","island","Body-island","chr2:223161531-223161919",NA,NA,"","",""
"cg06026755",0.05299415,0.642745375,2.87799461730384,0.00929923702753831,0.00929923702753831,-3.7115093722198,"15",42839559,"R","II","LRRC57","Body","shore","Body-shore","chr15:42840462-42841116",NA,NA,"","",""
"cg19797659",-0.03528981,0.197935145,-2.87709725397447,0.0093178457507932,0.0093178457507932,-3.71341548039216,"15",64995138,"R","II","OAZ2","Body","shore","Body-shore","chr15:64995202-64995696",NA,NA,"","",""
"cg04900486",-0.02915798,0.113607536,-2.87653083869707,0.00932960994897278,0.00932960994897278,-3.71461848910713,"1",151320117,"F","II","RFX5","TSS1500","shore","TSS1500-shore","chr1:151319326-151319545",NA,NA,"","rs36231134",""
"cg21073927",0.014238904,0.068217839,2.87607161267032,0.00933915832875292,0.00933915832875292,-3.71559376720024,"8",11562155,"R","II","GATA4","5'UTR","island","5'UTR-island","chr8:11559596-11562956",NA,NA,"","",""
"cg25881193",-0.013102164,0.071551333,-2.8758371229667,0.00934403753045518,0.00934403753045518,-3.71609173837937,"6",26383297,"F","II","BTN2A2","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg18601293",-0.027407971,0.0996792115,-2.87496258618421,0.00936225623842139,0.00936225623842139,-3.71794879031044,"13",79979614,"F","II","RBM26","Body","shore","Body-shore","chr13:79980004-79980723",NA,NA,"","",""
"cg25510610",-0.024400561,0.1304806595,-2.87464584773223,0.00936886306313991,0.00936886306313991,-3.71862131730503,"8",38240894,"F","II","WHSC1L1","TSS1500","shore","TSS1500-shore","chr8:38239342-38240670",NA,NA,"","",""
"cg07027075",-0.04145372,0.27280142,-2.8743733715893,0.00937455020099257,0.00937455020099257,-3.71919983824909,"4",39461721,"R","II","LIAS","Body","shore","Body-shore","chr4:39460087-39460811",NA,NA,"","",""
"cg07548313",0.05071397,0.543790255,2.87415878980285,0.00937903129460749,0.00937903129460749,-3.7196554220832,"1",158259926,"R","II","CD1C","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg02713563",-0.032333883,0.1491049485,-2.87396528416767,0.00938307401807101,0.00938307401807101,-3.72006624661119,"19",45680948,"F","II","TRAPPC6A","Body","shore","Body-shore","chr19:45681323-45683156",NA,NA,"","",""
"cg03503295",0.0611734399999999,0.60856281,2.87338526612212,0.00939520178014669,0.00939520178014669,-3.72129759280342,"5",13944491,"R","II","DNAH5","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg22560190",-0.02554464,0.16565324,-2.87305972827378,0.00940201512795883,0.00940201512795883,-3.72198864674958,"12",41086198,"R","II","CNTN1","TSS200","shore","TSS200-shore","chr12:41086522-41087102",TRUE,NA,"low-CpG:39372456-39372643","",""
"cg00804392",-0.0313995,0.1602253,-2.87168106147994,0.00943092250763216,0.00943092250763216,-3.72491493200381,"4",40198595,"F","II","RHOH","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","rs28432779",""
"cg25699533",-0.013733647,0.0596148965,-2.87142780302858,0.00943624199538345,0.00943624199538345,-3.72545242200282,"19",18682841,"R","II","UBA52","5'UTR","island","5'UTR-island","chr19:18682374-18683034",NA,NA,"","",""
"cg11152574",0.05540943,0.457049675,2.87115616591965,0.00944195070957836,0.00944195070957836,-3.72602889524991,"10",114134550,"R","II","ACSL5","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","","rs72821850"
"cg15611923",-0.030694738,0.104692928,-2.87107328890571,0.00944369310866004,0.00944369310866004,-3.72620477388449,"1",145507416,"F","II","RBM8A","TSS1500","shore","TSS1500-shore","chr1:145507588-145507931",NA,NA,"","",""
"cg07052880",0.02188087,0.828867855,2.87097618049743,0.00944573509958987,0.00944573509958987,-3.72641085120845,"2",71161697,"F","II","ATP6V1B1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg05501357",0.0520069,0.33012644,2.87070034379968,0.00945153768982494,0.00945153768982494,-3.72699619870981,"11",33308269,"R","II","HIPK3","Body","opensea","Body-opensea","",NA,NA,"low-CpG:33264831-33264867","",""
"cg06286028",-0.027284658,0.140588361,-2.87039480462047,0.00945796910070361,0.00945796910070361,-3.72764455013773,"10",103824819,"R","II","HPS6","TSS1500","shore","TSS1500-shore","chr10:103824894-103825778",NA,NA,"","",""
"cg12624523",0.07149268,0.51931767,2.87017643548402,0.00946256820694849,0.00946256820694849,-3.72810791004282,"6",24489770,"F","II","GPLD1","1stExon","opensea","1stExon-opensea","",NA,NA,"","rs35152886",""
"cg25363445",-0.03763011,0.323932085,-2.86974746043299,0.00947160916124469,0.00947160916124469,-3.72901811458047,"11",44326516,"F","II","ALX4","Body","island","Body-island","chr11:44325657-44326517",TRUE,TRUE,"","",""
"cg01888566",0.08639626,0.4479907,2.8696630876148,0.00947338835279357,0.00947338835279357,-3.72919713124795,"7",130126513,"F","I","MEST","5'UTR","island","5'UTR-island","chr7:130126017-130126801",TRUE,NA,"","rs78305161",""
"cg24088438",-0.10435419,0.470838315,-2.86931572737567,0.00948071660415952,0.00948071660415952,-3.72993411432639,"11",63974229,"F","II","FERMT3","1stExon","shore","1stExon-shore","chr11:63974829-63975048",TRUE,NA,"low-CpG:63730720-63730818","",""
"cg09158314",-0.05636934,0.22519652,-2.86866050729946,0.00949455456530386,0.00949455456530386,-3.73132417335177,"13",108922150,"R","II","TNFSF13B","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"low-CpG:107720015-107720565","",""
"cg01313949",0.08153636,0.6595028,2.86848812693407,0.00949819837925093,0.00949819837925093,-3.73168985902072,"6",159278105,"R","II","OSTCL","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg16356956",0.03330693,0.828103125,2.86840342533879,0.0094999893113247,0.0094999893113247,-3.73186954065347,"22",37317934,"R","II","CSF2RB","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg06229674",0.03921221,0.847422185,2.86742771204687,0.00952064316900233,0.00952064316900233,-3.73393921064926,"22",39492189,"R","II","APOBEC3H","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg22182945",0.0544420700000001,0.705231085,2.86616790439434,0.00954737440211479,0.00954737440211479,-3.73661106665427,"4",71200583,"R","II","C4orf35","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg24765079",0.030961052,0.105850492,2.86591437609721,0.0095527625824773,0.0095527625824773,-3.73714870194269,"16",68772430,"F","II","CDH1","Body","shore","Body-shore","chr16:68771034-68772344",NA,NA,"","",""
"cg23114594",0.0383014,0.37099348,2.86549110188368,0.00956176483121339,0.00956176483121339,-3.73804625863672,"10",13544648,"R","II","BEND7","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg08090640",-0.04456805,0.291008485,-2.86516565505317,0.00956869200425082,0.00956869200425082,-3.73873633413982,"17",41159289,"R","II","IFI35","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg06516650",-0.015058515,0.0504914135,-2.86436785924482,0.00958569353469493,0.00958569353469493,-3.74042783810015,"11",82783039,"R","II","RAB30","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg15532088",0.0687722300000001,0.699690705,2.86388813855333,0.00959593062006316,0.00959593062006316,-3.74144485824069,"17",34195134,"F","II","C17orf66","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg25717844",-0.0341997,0.21056046,-2.86283645010329,0.00961840999298527,0.00961840999298527,-3.7436742172898,"7",99765818,"F","II","GAL3ST4","5'UTR","shelf","5'UTR-shelf","chr7:99768884-99769559",NA,TRUE,"","",""
"cg02519218",0.04617314,0.37714098,2.86228490725696,0.00963021914199154,0.00963021914199154,-3.74484323660277,"12",133424286,"R","II","CHFR","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg27398499",-0.03097196,0.2776308,-2.86159504055582,0.00964500952000312,0.00964500952000312,-3.74630530769458,"1",59043873,"F","II","TACSTD2","TSS1500","shore","TSS1500-shore","chr1:59042013-59043295",NA,NA,"","rs77214625",""
"cg01226811",0.010708274,0.038917779,2.85983077319121,0.00968293357107185,0.00968293357107185,-3.75004374659399,"12",21927612,"F","II","KCNJ8","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg22418909",0.010601177,0.0334236215,2.85937669109753,0.00969271745255906,0.00969271745255906,-3.75100578011879,"8",41166738,"F","II","SFRP1","1stExon","island","1stExon-island","chr8:41165852-41167140",TRUE,NA,"","",""
"cg09039163",-0.04821067,0.651538775,-2.85895279238241,0.00970185953662886,0.00970185953662886,-3.75190380874023,"2",239009036,"R","II","ESPNL","1stExon","shore","1stExon-shore","chr2:239009072-239009361",NA,NA,"","",""
"cg04109382",0.0233023199999999,0.8497339,2.8588942109168,0.00970312359345201,0.00970312359345201,-3.75202790910423,"20",44007107,"F","II","SYS1-DBNDD2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg17088290",0.0441215500000001,0.730674855,2.85772042107376,0.00972848463350198,0.00972848463350198,-3.75451427008155,"12",53818182,"R","II","AMHR2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg12069042",0.07974302,0.36249553,2.85700501880721,0.00974397283625891,0.00974397283625891,-3.75602945045176,"3",48466700,"R","II","PLXNB1","5'UTR","shelf","5'UTR-shelf","chr3:48470230-48471389",NA,NA,"","",""
"cg03165378",0.05338404,0.66947003,2.85692902787528,0.0097456194000513,0.0097456194000513,-3.7561903855324,"1",153329882,"F","II","S100A9","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg20096208",-0.014949687,0.0710360135,-2.85605205988135,0.00976464075384554,0.00976464075384554,-3.75804751630824,"11",94706512,"F","II","CWC15","5'UTR","island","5'UTR-island","chr11:94706291-94707060",NA,NA,"","",""
"cg14700821",-0.044990214,0.143846193,-2.85599250439921,0.00976593379564517,0.00976593379564517,-3.75817362667553,"5",64777802,"R","II","ADAMTS6","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","",""
"cg22780428",-0.0492775,0.21856459,-2.85538274136345,0.00977918213740145,0.00977918213740145,-3.75946475349837,"1",111682262,"R","I","CEPT1","1stExon","island","1stExon-island","chr1:111682227-111683303",NA,NA,"","",""
"cg25095951",-0.03643861,0.215339465,-2.85461104075906,0.00979597358776482,0.00979597358776482,-3.76109860581391,"12",56435247,"F","II","RPS26","TSS1500","shore","TSS1500-shore","chr12:56435573-56436406",NA,NA,"","",""
"cg24650394",0.06905462,0.55990129,2.85298115293205,0.00983152917180451,0.00983152917180451,-3.76454881446349,"2",43863435,"F","II","PLEKHH2","TSS1500","shore","TSS1500-shore","chr2:43864322-43864956",NA,NA,"","",""
"cg14918082",0.07025644,0.16890205,2.85186671148301,0.00985591155071865,0.00985591155071865,-3.76690743234091,"17",7833237,"F","II","KCNAB3","TSS1500","shore","TSS1500-shore","chr17:7835171-7835569",TRUE,NA,"","rs11656822",""
"cg00259755",0.009191204,0.044938131,2.84790269092523,0.00994310887221016,0.00994310887221016,-3.77529380737246,"10",134209763,"R","I","PWWP2B","TSS1500","island","TSS1500-island","chr10:134209367-134211056",NA,NA,"","",""
"cg23248452",0.06303968,0.48075677,2.84709441400149,0.00996097914917725,0.00996097914917725,-3.77700321663687,"5",9631117,"F","II","TAS2R1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg26850754",0.012576165,0.0597008875,2.84692535299762,0.00996472082342684,0.00996472082342684,-3.777360734735,"2",87088796,"R","II","CD8B","Body","shore","Body-shore","chr2:87088816-87089037",NA,NA,"","",""
"cg21742836",-0.03748292,0.24671241,-2.84651000320757,0.00997391910050035,0.00997391910050035,-3.77823904885931,"16",30086175,"F","II","PPP4C","TSS1500","shore","TSS1500-shore","chr16:30087236-30087842",NA,NA,"","",""
"cg06950730",-0.05735802,0.25482059,-2.8459359208352,0.0099866460325377,0.0099866460325377,-3.77945293620113,"11",117069479,"R","II","TAGLN","TSS1500","opensea","TSS1500-opensea","",TRUE,NA,"","",""
"cg26180557",0.05652145,0.612449915,2.84559579824384,0.00999419360356603,0.00999419360356603,-3.78017207106875,"7",39045789,"R","II","POU6F2","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg04126866",-0.01410985,0.902017385,-2.84494630260031,0.0100086215667531,0.0100086215667531,-3.78154522546308,"10",85932763,"R","II","C10orf99","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg20792294",0.014485827,0.0617393795,2.84419512305603,0.0100253332177004,0.0100253332177004,-3.78313319414442,"11",2165425,"F","I","IGF2AS","Body","island","Body-island","chr11:2165135-2165672",TRUE,NA,"","",""
"cg20247102",-0.014477446,0.07378911,-2.84419439418367,0.0100253494460455,0.0100253494460455,-3.78313473487082,"3",141206102,"R","I","RASA2","Body","island","Body-island","chr3:141205983-141206760",NA,NA,"","",""
"cg10503138",0.0661855099999999,0.614371315,2.84399767018633,0.0100297304259884,0.0100297304259884,-3.78355057369812,"3",2142391,"F","II","CNTN4","5'UTR","shore","5'UTR-shore","chr3:2140029-2141784",NA,NA,"","",""
"cg26200580",0.01307542,0.039215985,2.84277185319903,0.010057070297051,0.010057070297051,-3.78614145563118,"6",170615273,"R","II","FAM120B","TSS1500","island","TSS1500-island","chr6:170615241-170616210",NA,NA,"","",""
"cg07880715",0.09182931,0.546628775,2.84210520531778,0.0100719687405095,0.0100719687405095,-3.78755028253042,"13",48895478,"R","II","RB1","Body","shore","Body-shore","chr13:48892635-48893857",NA,NA,"","",""
"cg15096140",-0.06251047,0.335339135,-2.84148321321576,0.0100858882548832,0.0100858882548832,-3.78886461285447,"2",192109731,"F","II","MYO1B","TSS1500","shore","TSS1500-shore","chr2:192109828-192110940",NA,NA,"","",""
"cg25853078",-0.04099443,0.280552025,-2.84093453190602,0.0100981824385266,0.0100981824385266,-3.79002392963752,"11",133402919,"F","II","OPCML","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg10925082",-0.06689329,0.349055855,-2.84046428773288,0.0101087305130858,0.0101087305130858,-3.79101744033133,"12",15114703,"R","II","ARHGDIB","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg22722454",0.03735658,0.79557163,2.83812867942548,0.0101612771495411,0.0101612771495411,-3.79595097991904,"18",72201178,"F","II","CNDP1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","rs80006163",""
"cg20923575",-0.019322362,0.077367619,-2.83772498566005,0.0101703859318714,0.0101703859318714,-3.79680353446719,"17",56596273,"R","II","MTMR4","TSS1500","shore","TSS1500-shore","chr17:56595080-56595619",NA,NA,"","",""
